Name	Formula	Distribution	Masses	Adducts	Isotopes
Inosine	[M1];[C10H12N4O5]n	0.8728569558323523 0.008968577440461931 0.0016624680133539183 1.7980802327794348E-4 0.09440583672704117 0.012895911343596661 0.004594805456794732 9.700169676836427E-4 0.0013947867317950515 0.001305071232161069 0.8730577475681043 0.008970640569156115 0.001662850446965523 1.7984938625827473E-4 0.09442755381561435 0.012898877914929434 0.004595862444376657 9.702401100775351E-4 0.0013951075880900142 0.0011045450733570882	269.08804596937074 271.09229174727074 270.0922628472707 271.09561768507075 270.09140080717077 270.08508086253073 271.09475564497075 272.09564658507077 271.08843570033076 270.09432271523076 267.07349306490926 269.07773884280925 268.0777099428093 269.08106478060927 268.0768479027093 268.07052795806925 269.08020274050926 270.0810936806093 269.0738827958693 268.0797698107693	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]10[1H]13[14N]4[16O]5 [12C]10[1H]13[14N]4[16O]4[18O]1 [12C]10[1H]13[14N]4[16O]4[17O]1 [12C]9[13C]1[1H]13[14N]4[16O]4[17O]1 [12C]9[13C]1[1H]13[14N]4[16O]5 [12C]10[1H]13[14N]3[15N]1[16O]5 [12C]8[13C]2[1H]13[14N]4[16O]5 [12C]9[13C]1[1H]13[14N]4[16O]4[18O]1 [12C]9[13C]1[1H]13[14N]3[15N]1[16O]5 [12C]10[1H]12[2H]1[14N]4[16O]5 [12C]10[1H]11[14N]4[16O]5 [12C]10[1H]11[14N]4[16O]4[18O]1 [12C]10[1H]11[14N]4[16O]4[17O]1 [12C]9[13C]1[1H]11[14N]4[16O]4[17O]1 [12C]9[13C]1[1H]11[14N]4[16O]5 [12C]10[1H]11[14N]3[15N]1[16O]5 [12C]8[13C]2[1H]11[14N]4[16O]5 [12C]9[13C]1[1H]11[14N]4[16O]4[18O]1 [12C]9[13C]1[1H]11[14N]3[15N]1[16O]5 [12C]10[1H]10[2H]1[14N]4[16O]5
Glycerol	[M1];[C3H8O3]n	0.9602065117952928 0.005919654808726256 0.0010973018669834032 1.216485295055869E-5 9.93928041432892E-4 0.03115599820947024 1.9207613399384703E-4 3.56043565452009E-5 3.225016691599701E-5 3.3697481132248237E-4 0.9604273973950412 0.005921016564230584 0.0010975542899549372 1.2167651349451872E-5 7.732329766953281E-4 0.03116316532536221 1.921203191264549E-4 3.561254696002577E-5 2.508923334875168E-5 3.370523289006125E-4	93.05462057565077 95.05886635355077 94.05883745355077 97.06311213145077 94.06089732151077 94.05797541345078 96.06222119135077 95.06219229135077 95.06425215931077 95.06133025125077 91.04006767118923 93.04431344908923 92.04428454908924 95.04855922698923 92.04634441704923 92.04342250898924 94.04766828688923 93.04763938688924 93.04969925484923 93.04677734678924	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]3[1H]9[16O]3 [12C]3[1H]9[16O]2[18O]1 [12C]3[1H]9[16O]2[17O]1 [12C]3[1H]9[16O]1[18O]2 [12C]3[1H]8[2H]1[16O]3 [12C]2[13C]1[1H]9[16O]3 [12C]2[13C]1[1H]9[16O]2[18O]1 [12C]2[13C]1[1H]9[16O]2[17O]1 [12C]2[13C]1[1H]8[2H]1[16O]3 [12C]1[13C]2[1H]9[16O]3 [12C]3[1H]7[16O]3 [12C]3[1H]7[16O]2[18O]1 [12C]3[1H]7[16O]2[17O]1 [12C]3[1H]7[16O]1[18O]2 [12C]3[1H]6[2H]1[16O]3 [12C]2[13C]1[1H]7[16O]3 [12C]2[13C]1[1H]7[16O]2[18O]1 [12C]2[13C]1[1H]7[16O]2[17O]1 [12C]2[13C]1[1H]6[2H]1[16O]3 [12C]1[13C]2[1H]7[16O]3
CMP	[M1];[C9H14N3O8P]n	0.8789141704714399 0.01444930420494964 0.0026784076087223714 9.480144773310123E-4 2.6072036057815044E-4 0.009739052153931164 0.0037013529876132783 0.08555487174406108 0.0014065177346979172 0.001516301318714886 0.8791163556069158 0.014452628118280839 0.002679023748754496 9.482325582790409E-4 2.6078033660675E-4 0.009741292522382717 0.003702204445674129 0.08557455275947229 0.0014068412895890466 0.001314430111095119	324.05912740671073 326.0633731846108 325.0633442846107 326.05951713767075 326.06669912241074 325.0561622998707 326.06583708231074 325.06248224451076 327.06672802241076 325.06540415257075 322.04457450224925 324.04882028014924 323.0487913801493 324.04496423320927 324.05214621794926 323.0416093954093 324.05128417784925 323.0479293400493 325.05217511794933 323.05085124810927	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]9[1H]15[14N]3[16O]8[31P]1 [12C]9[1H]15[14N]3[16O]7[18O]1[31P]1 [12C]9[1H]15[14N]3[16O]7[17O]1[31P]1 [12C]8[13C]1[1H]15[14N]2[15N]1[16O]8[31P]1 [12C]8[13C]1[1H]15[14N]3[16O]7[17O]1[31P]1 [12C]9[1H]15[14N]2[15N]1[16O]8[31P]1 [12C]7[13C]2[1H]15[14N]3[16O]8[31P]1 [12C]8[13C]1[1H]15[14N]3[16O]8[31P]1 [12C]8[13C]1[1H]15[14N]3[16O]7[18O]1[31P]1 [12C]9[1H]14[2H]1[14N]3[16O]8[31P]1 [12C]9[1H]13[14N]3[16O]8[31P]1 [12C]9[1H]13[14N]3[16O]7[18O]1[31P]1 [12C]9[1H]13[14N]3[16O]7[17O]1[31P]1 [12C]8[13C]1[1H]13[14N]2[15N]1[16O]8[31P]1 [12C]8[13C]1[1H]13[14N]3[16O]7[17O]1[31P]1 [12C]9[1H]13[14N]2[15N]1[16O]8[31P]1 [12C]7[13C]2[1H]13[14N]3[16O]8[31P]1 [12C]8[13C]1[1H]13[14N]3[16O]8[31P]1 [12C]8[13C]1[1H]13[14N]3[16O]7[18O]1[31P]1 [12C]9[1H]12[2H]1[14N]3[16O]8[31P]1
D-ribose 5-phosphate	[M1];[C5H11O8P]n	0.9280849396822666 0.01525766914681593 0.0028282508662390497 1.097404454107525E-4 0.001085673562922551 0.0012809045207814137 6.926957632852083E-5 0.050189572700900915 8.25114019361824E-4 1.5294796456463076E-4 0.9282984360458102 0.015261179016160555 0.002828901476166346 1.0976569006781684E-4 0.0010859233109227272 0.001067665983040732 5.7737925899807115E-5 0.05020111829419879 8.253038283276964E-4 1.529831486656217E-4	231.02643029457076 233.03067607247078 232.03064717247076 235.03492185037078 233.03313997017077 232.03270704043078 233.03606187823075 232.0297851323708 234.0340309102708 233.03400201027077 229.01187739010922 231.01612316800924 230.01609426800923 233.02036894590924 231.01858706570923 230.01815413596924 231.02150897376924 230.01523222790925 232.01947800580925 231.01944910580923	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]5[1H]12[16O]8[31P]1 [12C]5[1H]12[16O]7[18O]1[31P]1 [12C]5[1H]12[16O]7[17O]1[31P]1 [12C]5[1H]12[16O]6[18O]2[31P]1 [12C]3[13C]2[1H]12[16O]8[31P]1 [12C]5[1H]11[2H]1[16O]8[31P]1 [12C]4[13C]1[1H]11[2H]1[16O]8[31P]1 [12C]4[13C]1[1H]12[16O]8[31P]1 [12C]4[13C]1[1H]12[16O]7[18O]1[31P]1 [12C]4[13C]1[1H]12[16O]7[17O]1[31P]1 [12C]5[1H]10[16O]8[31P]1 [12C]5[1H]10[16O]7[18O]1[31P]1 [12C]5[1H]10[16O]7[17O]1[31P]1 [12C]5[1H]10[16O]6[18O]2[31P]1 [12C]3[13C]2[1H]10[16O]8[31P]1 [12C]5[1H]9[2H]1[16O]8[31P]1 [12C]4[13C]1[1H]9[2H]1[16O]8[31P]1 [12C]4[13C]1[1H]10[16O]8[31P]1 [12C]4[13C]1[1H]10[16O]7[18O]1[31P]1 [12C]4[13C]1[1H]10[16O]7[17O]1[31P]1
UMP	[M1];[C9H13N2O9P]n	0.8801180847026676 0.016277733555303583 0.0030173359761050535 0.0037064230066052276 2.937121747689441E-4 0.006501594972911952 6.328753622676848E-4 0.08567206262697546 0.0015844998902008836 0.0014171530889765219 0.8803205467861891 0.01628147807993942 0.0030180300831107207 0.0037072756309716307 2.9377974022395855E-4 0.00650309059774606 6.330209487141869E-4 0.08569177060094 0.0015848643880503035 0.00121498207750385	325.0431429914307 327.0473887693307 326.04735986933076 327.0498526670308 327.05071470713074 326.0401778845908 327.04353272239075 326.04649782923076 328.05074360713076 326.04941973729075 323.0285900869693 325.0328358648693 324.0328069648692 325.03529976256925 325.03616180266926 324.0256249801293 325.0289798179293 324.0319449247693 326.0361907026693 324.03486683282927	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]9[1H]14[14N]2[16O]9[31P]1 [12C]9[1H]14[14N]2[16O]8[18O]1[31P]1 [12C]9[1H]14[14N]2[16O]8[17O]1[31P]1 [12C]7[13C]2[1H]14[14N]2[16O]9[31P]1 [12C]8[13C]1[1H]14[14N]2[16O]8[17O]1[31P]1 [12C]9[1H]14[14N]1[15N]1[16O]9[31P]1 [12C]8[13C]1[1H]14[14N]1[15N]1[16O]9[31P]1 [12C]8[13C]1[1H]14[14N]2[16O]9[31P]1 [12C]8[13C]1[1H]14[14N]2[16O]8[18O]1[31P]1 [12C]9[1H]13[2H]1[14N]2[16O]9[31P]1 [12C]9[1H]12[14N]2[16O]9[31P]1 [12C]9[1H]12[14N]2[16O]8[18O]1[31P]1 [12C]9[1H]12[14N]2[16O]8[17O]1[31P]1 [12C]7[13C]2[1H]12[14N]2[16O]9[31P]1 [12C]8[13C]1[1H]12[14N]2[16O]8[17O]1[31P]1 [12C]9[1H]12[14N]1[15N]1[16O]9[31P]1 [12C]8[13C]1[1H]12[14N]1[15N]1[16O]9[31P]1 [12C]8[13C]1[1H]12[14N]2[16O]9[31P]1 [12C]8[13C]1[1H]12[14N]2[16O]8[18O]1[31P]1 [12C]9[1H]11[2H]1[14N]2[16O]9[31P]1
3'_5'-Cyclic AMP	[M1];[C10H12N5O6P]n	0.8675316052682587 0.010696631559489142 0.0019827902402955477 2.144532050051793E-4 0.09382986127939331 0.016021540807106112 0.004566772284042033 0.0011569186059489942 0.0017328463220058184 0.0012971089174015516 0.8677311719620652 0.010699092209201764 0.0019832463607300822 2.145025377520662E-4 0.09385144587075821 0.016025226397243856 0.004567822822881838 0.0011571847431361471 0.0017332449454211007 0.0010978061802427404	330.05979610871077 332.06404188661077 331.06401298661075 332.0673678244108 331.06315094651075 331.05683100187076 332.0665057843108 333.06739672441074 332.06018583967074 331.06607285457073 328.0452432042493 330.0494889821493 329.04946008214927 330.0528149199493 329.04859804204926 329.0422780974093 330.0519528798493 331.0528438199493 330.04563293520926 329.05151995010925	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]10[1H]13[14N]5[16O]6[31P]1 [12C]10[1H]13[14N]5[16O]5[18O]1[31P]1 [12C]10[1H]13[14N]5[16O]5[17O]1[31P]1 [12C]9[13C]1[1H]13[14N]5[16O]5[17O]1[31P]1 [12C]9[13C]1[1H]13[14N]5[16O]6[31P]1 [12C]10[1H]13[14N]4[15N]1[16O]6[31P]1 [12C]8[13C]2[1H]13[14N]5[16O]6[31P]1 [12C]9[13C]1[1H]13[14N]5[16O]5[18O]1[31P]1 [12C]9[13C]1[1H]13[14N]4[15N]1[16O]6[31P]1 [12C]10[1H]12[2H]1[14N]5[16O]6[31P]1 [12C]10[1H]11[14N]5[16O]6[31P]1 [12C]10[1H]11[14N]5[16O]5[18O]1[31P]1 [12C]10[1H]11[14N]5[16O]5[17O]1[31P]1 [12C]9[13C]1[1H]11[14N]5[16O]5[17O]1[31P]1 [12C]9[13C]1[1H]11[14N]5[16O]6[31P]1 [12C]10[1H]11[14N]4[15N]1[16O]6[31P]1 [12C]8[13C]2[1H]11[14N]5[16O]6[31P]1 [12C]9[13C]1[1H]11[14N]5[16O]5[18O]1[31P]1 [12C]9[13C]1[1H]11[14N]4[15N]1[16O]6[31P]1 [12C]10[1H]10[2H]1[14N]5[16O]6[31P]1
L-Cysteate	[M1];[C3H7NO5S]n	0.9038652359097805 0.04084674878387189 0.0072362538638094725 0.001325362009463548 0.009287186531346418 4.196990437109042E-4 0.029327882414539534 0.0017215272594690914 8.316516569775503E-4 0.0033385097841536777 0.9040731607803923 0.04085614515693546 0.007237918489340548 0.0013256668953175264 0.00928932295277426 4.1979559114507087E-4 0.029334628991257057 0.0017219232790508378 6.238822273946213E-4 0.0033392777738797215	170.01176948295077 172.00756562295075 171.01115729295074 173.01092046075075 172.01601526085076 174.01181140085075 171.01512432075077 171.01598636085077 171.0180462288108 171.00880437611076 167.99721657848926 169.99301271848924 168.99660438848926 170.99636755628924 170.00146235638925 171.99725849638924 169.00057141628926 169.00143345638924 169.00349332434925 168.99425147164925	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]3[1H]8[14N]1[16O]5[32S]1 [12C]3[1H]8[14N]1[16O]5[34S]1 [12C]3[1H]8[14N]1[16O]5[33S]1 [12C]2[13C]1[1H]8[14N]1[16O]5[34S]1 [12C]3[1H]8[14N]1[16O]4[18O]1[32S]1 [12C]3[1H]8[14N]1[16O]4[18O]1[34S]1 [12C]2[13C]1[1H]8[14N]1[16O]5[32S]1 [12C]3[1H]8[14N]1[16O]4[17O]1[32S]1 [12C]3[1H]7[2H]1[14N]1[16O]5[32S]1 [12C]3[1H]8[15N]1[16O]5[32S]1 [12C]3[1H]6[14N]1[16O]5[32S]1 [12C]3[1H]6[14N]1[16O]5[34S]1 [12C]3[1H]6[14N]1[16O]5[33S]1 [12C]2[13C]1[1H]6[14N]1[16O]5[34S]1 [12C]3[1H]6[14N]1[16O]4[18O]1[32S]1 [12C]3[1H]6[14N]1[16O]4[18O]1[34S]1 [12C]2[13C]1[1H]6[14N]1[16O]5[32S]1 [12C]3[1H]6[14N]1[16O]4[17O]1[32S]1 [12C]3[1H]5[2H]1[14N]1[16O]5[32S]1 [12C]3[1H]6[15N]1[16O]5[32S]1
IMP	[M1];[C10H13N4O8P]n	0.8664096299318794 0.014243730195257296 0.0026403012069257416 0.001384484190741274 0.09370851147549907 0.0128006561672929 0.0045608660947592 0.0015405631566688899 2.8556780465081855E-4 0.0013950799383832349 0.8666089385268374 0.014247006818408865 0.0026409085809733497 0.0013848026770429784 0.09373006815159378 0.012803600826155297 0.004561915274941106 0.0015409175473261403 2.8563349657752837E-4 0.0011960578818234415	349.0543763798108 351.0586221577108 350.05859325771075 351.05476611077074 350.05773121761075 350.05141127297077 351.0610860554108 352.0619769955108 351.06194809551073 350.06065312567074 347.0398234753493 349.0440692532493 348.0440403532493 349.04021320630926 348.04317831314927 348.0368583685093 349.0465331509493 350.04742409104927 349.0473951910493 348.04610022120926	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]10[1H]14[14N]4[16O]8[31P]1 [12C]10[1H]14[14N]4[16O]7[18O]1[31P]1 [12C]10[1H]14[14N]4[16O]7[17O]1[31P]1 [12C]9[13C]1[1H]14[14N]3[15N]1[16O]8[31P]1 [12C]9[13C]1[1H]14[14N]4[16O]8[31P]1 [12C]10[1H]14[14N]3[15N]1[16O]8[31P]1 [12C]8[13C]2[1H]14[14N]4[16O]8[31P]1 [12C]9[13C]1[1H]14[14N]4[16O]7[18O]1[31P]1 [12C]9[13C]1[1H]14[14N]4[16O]7[17O]1[31P]1 [12C]10[1H]13[2H]1[14N]4[16O]8[31P]1 [12C]10[1H]12[14N]4[16O]8[31P]1 [12C]10[1H]12[14N]4[16O]7[18O]1[31P]1 [12C]10[1H]12[14N]4[16O]7[17O]1[31P]1 [12C]9[13C]1[1H]12[14N]3[15N]1[16O]8[31P]1 [12C]9[13C]1[1H]12[14N]4[16O]8[31P]1 [12C]10[1H]12[14N]3[15N]1[16O]8[31P]1 [12C]8[13C]2[1H]12[14N]4[16O]8[31P]1 [12C]9[13C]1[1H]12[14N]4[16O]7[18O]1[31P]1 [12C]9[13C]1[1H]12[14N]4[16O]7[17O]1[31P]1 [12C]10[1H]11[2H]1[14N]4[16O]8[31P]1
Pyridoxal phosphate	[M1];[C8H10NO6P]n	0.899774720744134 0.01109418794185155 0.0020564836184895547 0.00294715756970543 1.7793894444830287E-4 0.003323401088343517 2.8756002543435283E-4 0.0011383459315234548 9.599337792605816E-4 0.07785375123390066 0.8999817046339417 0.011096740045307581 0.0020569566913253073 0.00294783553289287 1.779798774663362E-4 0.0033241656024699954 2.8762617565089636E-4 9.315881969387768E-4 9.601546021210247E-4 0.07787166068600572	248.03185002347075 250.03609580137078 249.0360669013708 250.03855969907076 250.03942173917076 249.02888491663077 250.03223975443078 249.03812676933077 251.03945063917078 249.03520486127078 246.01729711900924 248.02154289690927 247.02151399690925 248.02400679460925 248.02486883470925 247.01433201216926 248.01768684996924 247.02357386486923 249.02489773470924 247.02065195680925	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]8[1H]11[14N]1[16O]6[31P]1 [12C]8[1H]11[14N]1[16O]5[18O]1[31P]1 [12C]8[1H]11[14N]1[16O]5[17O]1[31P]1 [12C]6[13C]2[1H]11[14N]1[16O]6[31P]1 [12C]7[13C]1[1H]11[14N]1[16O]5[17O]1[31P]1 [12C]8[1H]11[15N]1[16O]6[31P]1 [12C]7[13C]1[1H]11[15N]1[16O]6[31P]1 [12C]8[1H]10[2H]1[14N]1[16O]6[31P]1 [12C]7[13C]1[1H]11[14N]1[16O]5[18O]1[31P]1 [12C]7[13C]1[1H]11[14N]1[16O]6[31P]1 [12C]8[1H]9[14N]1[16O]6[31P]1 [12C]8[1H]9[14N]1[16O]5[18O]1[31P]1 [12C]8[1H]9[14N]1[16O]5[17O]1[31P]1 [12C]6[13C]2[1H]9[14N]1[16O]6[31P]1 [12C]7[13C]1[1H]9[14N]1[16O]5[17O]1[31P]1 [12C]8[1H]9[15N]1[16O]6[31P]1 [12C]7[13C]1[1H]9[15N]1[16O]6[31P]1 [12C]8[1H]8[2H]1[14N]1[16O]6[31P]1 [12C]7[13C]1[1H]9[14N]1[16O]5[18O]1[31P]1 [12C]7[13C]1[1H]9[14N]1[16O]6[31P]1
D-Gluconic acid	[M1];[C6H12O7]n	0.9202851359484759 0.01323826067429918 0.002453921490845701 8.161362425387688E-5 0.001614824031287322 0.0013759845164623685 8.929364799038122E-5 0.059721323893553224 8.590885831294937E-4 1.5924568858010122E-4 0.9204968380476561 0.013241305999562808 0.0024544859901628607 8.163239862597238E-5 0.0016151955048924866 0.001164562424809138 7.557354459996638E-5 0.05973506216785563 8.592862075931801E-4 1.5928232140751623E-4	197.06557919261078 199.06982497051078 198.06979607051076 201.07407074841078 199.0722888682108 198.07185593847075 199.07521077627078 198.06893403041076 200.07317980831078 199.0731509083108 195.05102628814925 197.05527206604924 196.05524316604922 199.05951784394924 197.05773596374925 196.05730303400924 197.06065787180924 196.05438112594922 198.05862690384924 197.05859800384926	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]6[1H]13[16O]7 [12C]6[1H]13[16O]6[18O]1 [12C]6[1H]13[16O]6[17O]1 [12C]6[1H]13[16O]5[18O]2 [12C]4[13C]2[1H]13[16O]7 [12C]6[1H]12[2H]1[16O]7 [12C]5[13C]1[1H]12[2H]1[16O]7 [12C]5[13C]1[1H]13[16O]7 [12C]5[13C]1[1H]13[16O]6[18O]1 [12C]5[13C]1[1H]13[16O]6[17O]1 [12C]6[1H]11[16O]7 [12C]6[1H]11[16O]6[18O]1 [12C]6[1H]11[16O]6[17O]1 [12C]6[1H]11[16O]5[18O]2 [12C]4[13C]2[1H]11[16O]7 [12C]6[1H]10[2H]1[16O]7 [12C]5[13C]1[1H]10[2H]1[16O]7 [12C]5[13C]1[1H]11[16O]7 [12C]5[13C]1[1H]11[16O]6[18O]1 [12C]5[13C]1[1H]11[16O]6[17O]1
D-Galactarate	[M1];[C6H10O8]n	0.9182600307312004 0.01509614814398156 0.0027983103876648733 1.0857870919641504E-4 0.001611270579815598 0.001161732538116852 7.538990088658847E-5 0.05958990596678775 9.796550195528323E-4 1.8159458899028106E-4 0.9184712669758223 0.015099620857086202 0.0027989541100940265 1.0860368660805113E-4 0.0016116412359859194 9.50727094935893E-4 6.169683563619163E-5 0.059603614009752184 9.798803790811027E-4 1.8163636295161898E-4	211.04484375043077 213.04908952833077 212.04906062833075 215.05333530623076 213.05155342603078 212.05112049629076 213.05447533409077 212.04819858823075 214.05244436613077 213.05241546613075 209.03029084596923 211.03453662386923 210.0345077238692 213.03878240176923 211.03700052156924 210.03656759182925 211.03992242962923 210.03364568376924 212.03789146166926 211.03786256166924	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]6[1H]11[16O]8 [12C]6[1H]11[16O]7[18O]1 [12C]6[1H]11[16O]7[17O]1 [12C]6[1H]11[16O]6[18O]2 [12C]4[13C]2[1H]11[16O]8 [12C]6[1H]10[2H]1[16O]8 [12C]5[13C]1[1H]10[2H]1[16O]8 [12C]5[13C]1[1H]11[16O]8 [12C]5[13C]1[1H]11[16O]7[18O]1 [12C]5[13C]1[1H]11[16O]7[17O]1 [12C]6[1H]9[16O]8 [12C]6[1H]9[16O]7[18O]1 [12C]6[1H]9[16O]7[17O]1 [12C]6[1H]9[16O]6[18O]2 [12C]4[13C]2[1H]9[16O]8 [12C]6[1H]8[2H]1[16O]8 [12C]5[13C]1[1H]8[2H]1[16O]8 [12C]5[13C]1[1H]9[16O]8 [12C]5[13C]1[1H]9[16O]7[18O]1 [12C]5[13C]1[1H]9[16O]7[17O]1
D-Galacturonate	[M1];[C6H10O7]n	0.9204968380476561 0.013241305999562808 0.0024544859901628607 8.163239862597238E-5 0.0016151955048924866 0.001164562424809138 7.557354459996638E-5 0.05973506216785563 8.592862075931801E-4 1.5928232140751623E-4 0.9207085888467197 0.013244352025372086 0.0024550506193372636 8.165117731691844E-5 0.001615567063951321 9.530429894001351E-4 6.184712414787096E-5 0.05974880360250627 8.594838775183348E-4 1.5931896266193517E-4	195.04992912833077 197.05417490623077 196.05414600623075 199.05842068413077 197.05663880393078 196.05620587419077 197.05956071199077 196.05328396613075 198.05752974403077 197.05750084403078 193.03537622386924 195.03962200176923 194.03959310176924 197.04386777966923 195.04208589946924 194.04165296972926 195.04500780752923 194.03873106166924 196.04297683956926 195.04294793956925	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]6[1H]11[16O]7 [12C]6[1H]11[16O]6[18O]1 [12C]6[1H]11[16O]6[17O]1 [12C]6[1H]11[16O]5[18O]2 [12C]4[13C]2[1H]11[16O]7 [12C]6[1H]10[2H]1[16O]7 [12C]5[13C]1[1H]10[2H]1[16O]7 [12C]5[13C]1[1H]11[16O]7 [12C]5[13C]1[1H]11[16O]6[18O]1 [12C]5[13C]1[1H]11[16O]6[17O]1 [12C]6[1H]9[16O]7 [12C]6[1H]9[16O]6[18O]1 [12C]6[1H]9[16O]6[17O]1 [12C]6[1H]9[16O]5[18O]2 [12C]4[13C]2[1H]9[16O]7 [12C]6[1H]8[2H]1[16O]7 [12C]5[13C]1[1H]8[2H]1[16O]7 [12C]5[13C]1[1H]9[16O]7 [12C]5[13C]1[1H]9[16O]6[18O]1 [12C]5[13C]1[1H]9[16O]6[17O]1
D-glucose 6-phosphate	[M1];[C6H13O9P]n	0.9157126653112622 0.016936053284474038 0.003139365974682991 1.3921392677474997E-4 0.0016068007185346734 0.0014744669548509344 9.568460376168006E-5 0.05942459629332163 0.0010990545040566403 2.037271763617186E-4 0.9159233155607552 0.016939949248770424 0.0031400881534306138 1.3924595150206773E-4 0.001607170346459531 0.0012641195492219986 8.203424144349781E-5 0.0594382663085015 0.0010993073302042477 2.0377404169639703E-4	261.03699498095074 263.04124075885073 262.0412118588507 265.04548653675073 263.04370465655074 262.04327172681076 263.04662656461073 262.04034981875077 264.04459559665077 263.04456669665075 259.02244207648926 261.02668785438925 260.02665895438923 263.03093363228925 261.02915175208926 260.0287188223493 261.03207366014925 260.0257969142893 262.0300426921893 261.03001379218927	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]6[1H]14[16O]9[31P]1 [12C]6[1H]14[16O]8[18O]1[31P]1 [12C]6[1H]14[16O]8[17O]1[31P]1 [12C]6[1H]14[16O]7[18O]2[31P]1 [12C]4[13C]2[1H]14[16O]9[31P]1 [12C]6[1H]13[2H]1[16O]9[31P]1 [12C]5[13C]1[1H]13[2H]1[16O]9[31P]1 [12C]5[13C]1[1H]14[16O]9[31P]1 [12C]5[13C]1[1H]14[16O]8[18O]1[31P]1 [12C]5[13C]1[1H]14[16O]8[17O]1[31P]1 [12C]6[1H]12[16O]9[31P]1 [12C]6[1H]12[16O]8[18O]1[31P]1 [12C]6[1H]12[16O]8[17O]1[31P]1 [12C]6[1H]12[16O]7[18O]2[31P]1 [12C]4[13C]2[1H]12[16O]9[31P]1 [12C]6[1H]11[2H]1[16O]9[31P]1 [12C]5[13C]1[1H]11[2H]1[16O]9[31P]1 [12C]5[13C]1[1H]12[16O]9[31P]1 [12C]5[13C]1[1H]12[16O]8[18O]1[31P]1 [12C]5[13C]1[1H]12[16O]8[17O]1[31P]1
2-Methylcitrate	[M1];[C7H10O7]n	0.9106475218805462 0.013099624025367485 0.002428222990068118 8.075893196067447E-5 0.0022370780781861958 0.0011521016068636804 8.722572561820451E-5 0.0689452131697695 9.91773819367255E-4 1.8384100066319844E-4 0.9108570069460599 0.013102637458700606 0.002428781577710355 8.077750971962742E-5 0.002237592694913862 9.428454294135537E-4 7.138291990607017E-5 0.06896107330461936 9.920019667003699E-4 1.838832913883612E-4	207.04992912833077 209.05417490623077 208.05414600623075 211.05842068413077 209.05663880393078 208.05620587419077 209.05956071199077 208.05328396613075 210.05752974403077 209.05750084403078 205.03537622386924 207.03962200176923 206.03959310176924 209.04386777966923 207.04208589946924 206.04165296972926 207.04500780752923 206.03873106166924 208.04297683956926 207.04294793956925	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]7[1H]11[16O]7 [12C]7[1H]11[16O]6[18O]1 [12C]7[1H]11[16O]6[17O]1 [12C]7[1H]11[16O]5[18O]2 [12C]5[13C]2[1H]11[16O]7 [12C]7[1H]10[2H]1[16O]7 [12C]6[13C]1[1H]10[2H]1[16O]7 [12C]6[13C]1[1H]11[16O]7 [12C]6[13C]1[1H]11[16O]6[18O]1 [12C]6[13C]1[1H]11[16O]6[17O]1 [12C]7[1H]9[16O]7 [12C]7[1H]9[16O]6[18O]1 [12C]7[1H]9[16O]6[17O]1 [12C]7[1H]9[16O]5[18O]2 [12C]5[13C]2[1H]9[16O]7 [12C]7[1H]8[2H]1[16O]7 [12C]6[13C]1[1H]8[2H]1[16O]7 [12C]6[13C]1[1H]9[16O]7 [12C]6[13C]1[1H]9[16O]6[18O]1 [12C]6[13C]1[1H]9[16O]6[17O]1
